Date,High,Low,Open,Close,Volume,Adj Close
2021-11-01,257.8009948730469,250.30799865722656,252.1999969482422,255.89999389648438,2436576.0,236.18247985839844
2021-11-02,255.8000030517578,252.3990020751953,255.8000030517578,254.8000030517578,2942536.0,235.16725158691406
2021-11-03,255.4980010986328,252.82000732421875,254.10000610351562,255.0,2494742.0,235.35183715820312
2021-11-04,256.87200927734375,251.60000610351562,255.8000030517578,253.0,7414331.0,233.5059356689453
2021-11-05,257.60198974609375,252.6790008544922,253.3000030517578,255.6999969482422,2526232.0,235.99790954589844
2021-11-08,265.0,252.3000030517578,252.3000030517578,263.8999938964844,5382336.0,243.56607055664062
2021-11-09,263.70001220703125,257.20001220703125,262.79998779296875,257.5,3750316.0,237.65921020507812
2021-11-10,262.5,255.2480010986328,255.5,262.5,3830294.0,242.27395629882812
2021-11-11,265.29998779296875,261.6000061035156,262.29998779296875,262.20001220703125,3760467.0,241.99708557128906
2021-11-12,264.0,261.79998779296875,262.6000061035156,263.20001220703125,11341129.0,242.92002868652344
2021-11-15,262.6000061035156,258.29998779296875,262.6000061035156,259.6000061035156,2388002.0,239.597412109375
2021-11-16,261.29998779296875,258.0,258.0,260.5,4249253.0,240.4280548095703
2021-11-17,261.3999938964844,258.89898681640625,261.3999938964844,260.1000061035156,2340035.0,240.0588836669922
2021-11-18,260.5,255.8000030517578,259.5,257.70001220703125,3091509.0,237.84381103515625
2021-11-19,258.6000061035156,251.1999969482422,258.6000061035156,253.3000030517578,3412445.0,233.78282165527344
2021-11-22,256.39801025390625,253.1510009765625,255.5,255.6999969482422,3128560.0,235.99790954589844
2021-11-23,254.3000030517578,251.3000030517578,253.3000030517578,251.3000030517578,3028979.0,231.9369354248047
2021-11-24,254.1999969482422,251.1999969482422,252.0,254.10000610351562,5385224.0,234.5211944580078
2021-11-25,255.39999389648438,252.3000030517578,255.39999389648438,254.8000030517578,2146268.0,235.16725158691406
2021-11-26,250.8000030517578,238.10000610351562,250.0,238.10000610351562,4679323.0,219.75401306152344
2021-11-29,241.28900146484375,233.89999389648438,238.0,235.8000030517578,4740495.0,217.6312255859375
2021-11-30,235.3000030517578,229.60000610351562,234.8000030517578,233.3000030517578,10890764.0,215.3238525390625
2021-12-01,239.1999969482422,233.10000610351562,233.89999389648438,239.0,4600478.0,220.5846710205078
2021-12-02,237.8000030517578,226.5,235.3000030517578,230.0,8232369.0,212.2781219482422
2021-12-03,234.89999389648438,229.10000610351562,231.60000610351562,233.89999389648438,8472006.0,215.87762451171875
2021-12-06,237.20199584960938,226.10000610351562,226.10000610351562,237.0,4984230.0,218.73876953125
2021-12-07,242.39999389648438,238.0540008544922,240.0,240.60000610351562,3722535.0,222.06138610839844
2021-12-08,247.6999969482422,241.39999389648438,244.6999969482422,242.60000610351562,4320994.0,223.90728759765625
2021-12-09,243.781005859375,238.10000610351562,243.6999969482422,238.5,2923729.0,220.12318420410156
2021-12-10,240.60000610351562,236.5,237.1999969482422,236.5,2855032.0,218.2772979736328
2021-12-13,239.1999969482422,235.0,236.5,235.0,4158960.0,216.8928680419922
2021-12-14,238.5,235.39999389648438,236.89999389648438,235.8000030517578,2314077.0,217.6312255859375
2021-12-15,236.8000030517578,233.50100708007812,236.39999389648438,234.89999389648438,3887921.0,216.80056762695312
2021-12-16,238.89999389648438,232.89999389648438,232.89999389648438,237.8000030517578,5471819.0,219.4771270751953
2021-12-17,240.1999969482422,233.60000610351562,233.60000610351562,236.89999389648438,6710593.0,218.64646911621094
2021-12-20,233.6999969482422,226.60000610351562,231.6999969482422,226.60000610351562,3946286.0,209.14010620117188
2021-12-21,234.10000610351562,228.6999969482422,229.89999389648438,233.6999969482422,2725358.0,215.6930389404297
2021-12-22,237.10000610351562,232.8000030517578,235.60000610351562,237.10000610351562,4722048.0,218.83106994628906
2021-12-23,242.1999969482422,236.5,236.89999389648438,241.3000030517578,2691252.0,222.7074432373047
2021-12-24,244.89999389648438,241.1999969482422,244.89999389648438,242.0,674767.0,223.353515625
2021-12-29,246.5,240.89999389648438,245.6999969482422,241.60000610351562,2272727.0,222.98434448242188
2021-12-30,242.60000610351562,239.6999969482422,242.60000610351562,240.5,1485193.0,221.96908569335938
2021-12-31,241.3000030517578,236.8000030517578,236.8000030517578,240.89999389648438,1126615.0,222.3382568359375
2022-01-04,248.6999969482422,237.89999389648438,237.89999389648438,248.0,4361181.0,228.89120483398438
2022-01-05,251.0,246.5,247.5,246.60000610351562,4530844.0,227.5990753173828
2022-01-06,246.39999389648438,240.1790008544922,242.39999389648438,242.10000610351562,3123451.0,223.44581604003906
2022-01-07,243.4530029296875,240.0,240.0,243.1999969482422,2990364.0,224.46104431152344
2022-01-10,245.9499969482422,239.8000030517578,244.89999389648438,241.39999389648438,3220135.0,222.7997283935547
2022-01-11,245.10000610351562,241.49899291992188,243.5,242.0,3481775.0,223.353515625
2022-01-12,245.27999877929688,242.60000610351562,244.39999389648438,244.1999969482422,2961459.0,225.38400268554688
2022-01-13,246.5,243.49899291992188,244.60000610351562,245.6999969482422,2965570.0,226.76841735839844
2022-01-14,246.60000610351562,239.98300170898438,243.60000610351562,242.5,2445872.0,223.8149871826172
2022-01-17,246.3000030517578,242.39999389648438,245.0,243.89999389648438,2306186.0,225.1071014404297
2022-01-18,242.8000030517578,239.39999389648438,242.10000610351562,240.8000030517578,5231313.0,222.2459716796875
2022-01-19,241.6999969482422,237.95199584960938,238.89999389648438,238.3000030517578,4336515.0,219.9385986328125
2022-01-20,243.0,238.3000030517578,238.3000030517578,243.0,4626975.0,224.27645874023438
2022-01-21,242.13800048828125,236.0,241.10000610351562,237.8000030517578,5217922.0,219.4771270751953
2022-01-24,238.39999389648438,228.77999877929688,236.39999389648438,229.1999969482422,5306839.0,211.53977966308594
2022-01-25,239.6999969482422,231.3000030517578,233.39999389648438,239.39999389648438,7663292.0,220.95384216308594
2022-01-26,242.60000610351562,237.39999389648438,238.0,241.0,3569836.0,222.43055725097656
